company_id,flight_number,scheduled_departure_date_local,scheduled_departure_station_code,scheduled_arrival_station_code,difficulty_score,total_seats,total_passengers,scheduled_ground_time_minutes,total_children,actual_ground_time_minutes,basic_economy_pax,time_pressure_ratio,pnr_count,minimum_turn_minutes,load_factor,children_ratio,basic_economy_ratio,ground_time_variance,avg_party_size,ground_time_efficiency
G7,4445,2025-08-05,ORD,BHM,0.3724552869911091,50,51,60,1,62,1,-0.5166666666666667,40,29,1.02,0.0196078431372549,0.0196078431372549,0.0333333333333333,1.275,2.0689655172413794
G7,4501,2025-08-02,ORD,AVP,0.4329472923377944,50,63,58,4,80,7,-0.5,41,29,1.26,0.0634920634920634,0.1111111111111111,0.3793103448275862,1.5365853658536586,2.0
OO,5272,2025-08-14,ORD,MSN,0.3898136219119749,50,50,41,0,37,6,-0.2926829268292683,43,29,1.0,0.0,0.12,-0.0975609756097561,1.162790697674419,1.4137931034482758
OO,5833,2025-08-03,ORD,DTW,0.3768170628178067,76,74,61,1,74,4,-0.4426229508196721,64,34,0.9736842105263158,0.0135135135135135,0.054054054054054,0.2131147540983606,1.15625,1.7941176470588236
UA,411,2025-08-11,ORD,DTW,0.3938194702287282,126,125,76,2,81,3,-0.4342105263157895,109,43,0.992063492063492,0.016,0.024,0.0657894736842105,1.146788990825688,1.7674418604651163
UA,791,2025-08-07,ORD,DEN,0.3952756830958853,200,211,431,4,348,20,-0.8561484918793504,167,62,1.055,0.0189573459715639,0.0947867298578199,-0.1925754060324826,1.2634730538922156,6.951612903225806
UA,416,2025-08-07,ORD,MXP,0.4417751911030184,243,282,205,16,179,0,-0.2682926829268293,157,150,1.160493827160494,0.0567375886524822,0.0,-0.1268292682926829,1.7961783439490446,1.3666666666666667
OO,5260,2025-08-12,ORD,FSD,0.3837715104413187,50,50,64,1,30,3,-0.546875,42,29,1.0,0.02,0.06,-0.53125,1.1904761904761905,2.206896551724138
YX,3569,2025-08-12,ORD,DTW,0.3901122414775473,76,76,55,1,76,8,-0.3818181818181818,63,34,1.0,0.0131578947368421,0.1052631578947368,0.3818181818181818,1.2063492063492065,1.6176470588235294
UA,1801,2025-08-12,ORD,DEN,0.3916172902970868,234,254,88,5,82,3,-0.25,195,66,1.0854700854700854,0.0196850393700787,0.0118110236220472,-0.0681818181818181,1.3025641025641026,1.3333333333333333
UA,1740,2025-08-07,ORD,RSW,0.4222167544913281,179,182,401,10,169,16,-0.8603491271820449,105,56,1.0167597765363128,0.0549450549450549,0.0879120879120879,-0.5785536159600998,1.7333333333333334,7.160714285714286
UA,1068,2025-08-04,ORD,IAD,0.4037326480079221,176,198,852,8,776,13,-0.9342723004694836,139,56,1.125,0.0404040404040404,0.0656565656565656,-0.0892018779342723,1.4244604316546765,15.214285714285714
UA,1655,2025-08-11,ORD,DCA,0.4333120709515437,150,195,55,3,68,6,-0.1636363636363636,96,46,1.3,0.0153846153846153,0.0307692307692307,0.2363636363636363,2.03125,1.1956521739130437
UA,1617,2025-08-05,ORD,PHL,0.4136889596688218,166,170,65,6,62,14,-0.2153846153846154,119,51,1.0240963855421688,0.0352941176470588,0.0823529411764705,-0.0461538461538461,1.4285714285714286,1.2745098039215683
UA,938,2025-08-08,ORD,LHR,0.4219374092373928,167,201,515,11,570,0,-0.7184466019417476,101,145,1.2035928143712575,0.0547263681592039,0.0,0.1067961165048543,1.99009900990099,3.5517241379310347
UA,604,2025-08-10,ORD,BNA,0.3525066775986555,150,49,975,0,968,7,-0.9528205128205128,44,46,0.3266666666666666,0.0,0.1428571428571428,-0.0071794871794871,1.1136363636363635,21.195652173913043
UA,2008,2025-08-11,ORD,MCO,0.4414288837599186,234,314,81,19,86,18,-0.1851851851851851,168,66,1.3418803418803418,0.0605095541401273,0.0573248407643312,0.0617283950617283,1.869047619047619,1.2272727272727273
UA,2104,2025-08-01,ORD,BOS,0.4353518340499614,179,209,330,8,255,28,-0.8303030303030303,128,56,1.1675977653631284,0.0382775119617224,0.1339712918660287,-0.2272727272727272,1.6328125,5.892857142857143
UA,1612,2025-08-06,ORD,MEM,0.3889564578706002,126,98,70,5,48,5,-0.3857142857142857,69,43,0.7777777777777778,0.0510204081632653,0.0510204081632653,-0.3142857142857143,1.420289855072464,1.627906976744186
UA,1974,2025-08-03,ORD,PWM,0.4158247042125813,126,131,104,6,106,14,-0.5865384615384616,85,43,1.0396825396825398,0.0458015267175572,0.1068702290076335,0.0192307692307692,1.5411764705882354,2.4186046511627906
UA,1815,2025-08-07,ORD,MSY,0.4000057452999032,150,159,3956,6,3835,11,-0.9883720930232558,112,46,1.06,0.0377358490566037,0.0691823899371069,-0.0305864509605662,1.4196428571428572,86.0
OO,5868,2025-08-04,ORD,YWG,0.4229963687727998,76,77,68,5,71,9,-0.3823529411764705,52,42,1.013157894736842,0.0649350649350649,0.1168831168831168,0.0441176470588235,1.4807692307692308,1.619047619047619
UA,2369,2025-08-07,ORD,AUS,0.411636254359907,179,190,557,6,414,22,-0.8994614003590664,129,56,1.0614525139664803,0.031578947368421,0.1157894736842105,-0.2567324955116696,1.4728682170542635,9.946428571428571
UA,2154,2025-08-03,ORD,ROC,0.4296386552423687,179,181,93,5,99,24,-0.3978494623655914,126,56,1.011173184357542,0.0276243093922651,0.1325966850828729,0.064516129032258,1.4365079365079363,1.6607142857142858
G7,4452,2025-08-03,ORD,RIC,0.3786515527715492,50,53,62,1,75,1,-0.532258064516129,41,29,1.06,0.0188679245283018,0.0188679245283018,0.2096774193548387,1.2926829268292683,2.1379310344827585
YX,3715,2025-08-02,ORD,ELP,0.407302498385843,70,75,160,3,166,7,-0.7875,50,34,1.0714285714285714,0.04,0.0933333333333333,0.0375,1.5,4.705882352941177
UA,1291,2025-08-09,ORD,IAH,0.4694218162234387,200,261,85,19,121,34,-0.2705882352941176,147,62,1.305,0.0727969348659003,0.1302681992337164,0.4235294117647059,1.7755102040816326,1.3709677419354838
UA,2683,2025-08-03,ORD,SAN,0.409003543151987,166,195,51,9,65,10,0.0,131,51,1.1746987951807228,0.0461538461538461,0.0512820512820512,0.2745098039215686,1.4885496183206106,1.0
UA,1583,2025-08-05,ORD,BWI,0.3949458557246308,179,191,5,9,53,12,10.2,111,56,1.067039106145251,0.0471204188481675,0.06282722513089,9.6,1.720720720720721,0.0892857142857142
UA,312,2025-08-06,ORD,CHS,0.427933434058332,126,141,84,7,220,10,-0.4880952380952381,85,43,1.119047619047619,0.0496453900709219,0.0709219858156028,1.619047619047619,1.6588235294117648,1.9534883720930232
UA,2040,2025-08-15,ORD,DEN,0.3889929538202407,179,190,135,5,153,8,-0.1185185185185185,145,119,1.0614525139664803,0.0263157894736842,0.0421052631578947,0.1333333333333333,1.3103448275862069,1.134453781512605
YX,3708,2025-08-10,ORD,BNA,0.4106920022802721,76,95,40,5,50,4,-0.15,60,34,1.25,0.0526315789473684,0.0421052631578947,0.25,1.5833333333333333,1.1764705882352942
UA,1182,2025-08-08,ORD,SJC,0.4396549540675049,179,235,64,16,57,26,-0.125,140,56,1.312849162011173,0.0680851063829787,0.1106382978723404,-0.109375,1.6785714285714286,1.1428571428571428
OO,5608,2025-08-04,ORD,GRB,0.3866854472320859,50,53,75,1,88,4,-0.6133333333333333,47,29,1.06,0.0188679245283018,0.0754716981132075,0.1733333333333333,1.127659574468085,2.586206896551724
OO,5344,2025-08-10,ORD,MBS,0.3784976378151505,50,40,70,0,88,4,-0.5857142857142857,37,29,0.8,0.0,0.1,0.2571428571428571,1.0810810810810811,2.413793103448276
UA,2455,2025-08-15,ORD,SAV,0.402197953222205,179,116,449,3,407,23,-0.8752783964365256,79,56,0.6480446927374302,0.0258620689655172,0.1982758620689655,-0.0935412026726058,1.4683544303797469,8.017857142857142
OO,5314,2025-08-12,ORD,LNK,0.368606262444645,50,25,-726,1,30,2,0.0,23,29,0.5,0.04,0.08,0.0,1.0869565217391304,-25.03448275862069
G7,4458,2025-08-08,ORD,LIT,0.4100432117941694,50,56,40,2,31,4,-0.275,45,29,1.12,0.0357142857142857,0.0714285714285714,-0.225,1.2444444444444445,1.3793103448275863
G7,4504,2025-08-03,ORD,CHA,0.4308804845065475,50,55,40,4,51,6,-0.275,42,29,1.1,0.0727272727272727,0.109090909090909,0.275,1.3095238095238095,1.3793103448275863
OO,5437,2025-08-04,ORD,DLH,0.3589196001398084,50,47,49,0,66,0,-0.4081632653061224,39,29,0.94,0.0,0.0,0.3469387755102041,1.205128205128205,1.6896551724137931
OO,5593,2025-08-06,ORD,MEM,0.3927926328986758,76,76,-24,2,33,6,0.0,58,34,1.0,0.0263157894736842,0.0789473684210526,0.0,1.3103448275862069,-0.7058823529411765
OO,5446,2025-08-07,ORD,CLE,0.3883169756649165,76,82,17,3,37,0,1.0,70,34,1.0789473684210529,0.0365853658536585,0.0,1.1764705882352942,1.1714285714285717,0.5
YX,3551,2025-08-02,ORD,SDF,0.368596943020762,76,54,50,1,62,1,-0.32,32,34,0.7105263157894737,0.0185185185185185,0.0185185185185185,0.24,1.6875,1.4705882352941178
OO,5219,2025-08-10,ORD,GRB,0.387712477261481,50,47,115,1,33,4,-0.7478260869565218,38,29,0.94,0.0212765957446808,0.0851063829787234,-0.7130434782608696,1.236842105263158,3.9655172413793114
UA,2417,2025-08-12,ORD,SAN,0.4078036077852066,179,165,81,8,71,14,-0.3086419753086419,106,56,0.9217877094972068,0.0484848484848484,0.0848484848484848,-0.1234567901234567,1.5566037735849056,1.4464285714285714
UA,1485,2025-08-14,ORD,SEA,0.4265314494638244,166,177,117,5,137,25,-0.5641025641025641,113,51,1.0662650602409638,0.0282485875706214,0.1412429378531073,0.1709401709401709,1.5663716814159292,2.294117647058824
UA,2075,2025-08-08,ORD,TPA,0.4255730568095174,166,176,74,9,85,18,-0.3108108108108108,127,51,1.0602409638554218,0.0511363636363636,0.1022727272727272,0.1486486486486486,1.3858267716535433,1.4509803921568627
UA,1347,2025-08-15,ORD,FLL,0.4261852769870061,166,189,40,7,56,26,0.275,113,51,1.1385542168674698,0.037037037037037,0.1375661375661375,0.4,1.672566371681416,0.7843137254901961
UA,1041,2025-08-11,ORD,GRR,0.3976219089006101,166,139,60,4,78,20,-0.15,102,51,0.8373493975903614,0.0287769784172661,0.1438848920863309,0.3,1.3627450980392155,1.1764705882352942
UA,247,2025-08-05,ORD,OMA,0.3950346586876389,150,123,69,5,82,6,-0.3333333333333333,91,46,0.82,0.040650406504065,0.048780487804878,0.1884057971014492,1.3516483516483515,1.5
G7,4185,2025-08-02,ORD,STL,0.401196705555613,50,57,100,1,116,3,-0.71,35,29,1.14,0.0175438596491228,0.0526315789473684,0.16,1.6285714285714286,3.4482758620689653
UA,972,2025-08-01,ORD,BRU,0.4336206135614564,318,357,691,16,893,0,-0.8552821997105644,207,100,1.1226415094339623,0.0448179271708683,0.0,0.2923299565846599,1.7246376811594204,6.91
UA,1842,2025-08-13,ORD,SAN,0.2078299868849143,200,124,1,4,50,17,61.0,89,62,0.62,0.032258064516129,0.1370967741935483,49.0,1.3932584269662922,0.0161290322580645
UA,767,2025-08-06,ORD,DEN,0.4331027517419125,200,233,73,13,90,19,-0.1506849315068493,133,62,1.165,0.055793991416309,0.0815450643776824,0.2328767123287671,1.7518796992481205,1.1774193548387095
UA,556,2025-08-10,ORD,CLT,0.4150257419752526,179,103,680,3,673,26,-0.825,72,119,0.5754189944134078,0.029126213592233,0.2524271844660194,-0.0102941176470588,1.4305555555555556,5.714285714285714
UA,1776,2025-08-01,ORD,PHL,0.4359990066969213,166,213,216,11,231,29,-0.7638888888888888,126,51,1.283132530120482,0.0516431924882629,0.136150234741784,0.0694444444444444,1.6904761904761905,4.235294117647059
OO,5021,2025-08-10,ORD,SUX,0.3874792099088144,50,39,25,0,89,6,0.16,34,29,0.78,0.0,0.1538461538461538,2.56,1.1470588235294117,0.8620689655172413
OO,5536,2025-08-11,ORD,SAT,0.3845106461121655,76,75,51,1,48,3,-0.3333333333333333,58,34,0.986842105263158,0.0133333333333333,0.04,-0.0588235294117647,1.293103448275862,1.5
UA,708,2025-08-05,ORD,MCI,0.3829260764636818,126,131,54,4,65,7,-0.2037037037037037,111,43,1.0396825396825398,0.0305343511450381,0.0534351145038167,0.2037037037037037,1.18018018018018,1.255813953488372
UA,2683,2025-08-15,ORD,SAN,0.4087797033657276,166,169,63,10,78,13,-0.1904761904761904,120,51,1.0180722891566265,0.059171597633136,0.0769230769230769,0.238095238095238,1.4083333333333334,1.2352941176470589
UA,2179,2025-08-14,ORD,SFO,0.3963768742165977,234,246,78,5,92,22,-0.1538461538461538,194,66,1.051282051282051,0.0203252032520325,0.089430894308943,0.1794871794871795,1.268041237113402,1.181818181818182
OO,5027,2025-08-13,ORD,MCW,0.4553196096180519,50,49,52,5,40,4,-0.4423076923076923,29,29,0.98,0.1020408163265306,0.0816326530612244,-0.2307692307692307,1.6896551724137931,1.793103448275862
UA,2254,2025-08-06,ORD,PDX,0.4472061772339121,200,268,535,18,521,17,-0.8841121495327103,135,62,1.34,0.0671641791044776,0.0634328358208955,-0.0261682242990654,1.9851851851851847,8.629032258064516
OO,5977,2025-08-01,ORD,ICT,0.3546482422163927,76,55,47,0,56,4,-0.2765957446808511,48,34,0.7236842105263158,0.0,0.0727272727272727,0.1914893617021276,1.1458333333333333,1.3823529411764706
UA,467,2025-08-12,ORD,CMH,0.4021774216859399,166,140,64,4,524,9,-0.203125,104,51,0.8433734939759037,0.0285714285714285,0.0642857142857142,7.1875,1.3461538461538465,1.2549019607843137
YX,3638,2025-08-13,ORD,CHS,0.4430058247031415,76,95,72,9,71,3,-0.5277777777777778,58,34,1.25,0.0947368421052631,0.031578947368421,-0.0138888888888888,1.637931034482759,2.117647058823529
UA,1215,2025-08-12,ORD,ANC,0.4083383091403,166,170,81,3,91,15,-0.3703703703703703,100,51,1.0240963855421688,0.0176470588235294,0.088235294117647,0.1234567901234567,1.7,1.588235294117647
OO,5447,2025-08-09,ORD,PVD,0.4612353340412938,70,98,71,11,39,0,-0.5211267605633803,42,34,1.4,0.1122448979591836,0.0,-0.4507042253521127,2.333333333333333,2.088235294117647
OO,5977,2025-08-02,ORD,ICT,0.4229904577544022,76,81,47,3,63,10,-0.2765957446808511,56,34,1.0657894736842106,0.037037037037037,0.1234567901234567,0.3404255319148936,1.4464285714285714,1.3823529411764706
UA,2200,2025-08-06,ORD,SEA,0.4835318240958295,166,210,63,14,147,51,-0.1904761904761904,125,51,1.2650602409638554,0.0666666666666666,0.2428571428571428,1.3333333333333333,1.68,1.2352941176470589
YX,3628,2025-08-05,ORD,IND,0.3839267522355534,76,77,120,2,130,5,-0.675,62,39,1.013157894736842,0.0259740259740259,0.0649350649350649,0.0833333333333333,1.2419354838709675,3.076923076923077
UA,2323,2025-08-12,ORD,MCO,0.425328504935182,200,210,636,15,657,13,-0.9025157232704404,126,62,1.05,0.0714285714285714,0.0619047619047619,0.0330188679245283,1.6666666666666667,10.258064516129032
YX,3409,2025-08-13,ORD,YOW,0.4126673899940696,76,81,50,2,92,6,-0.16,58,42,1.0657894736842106,0.0246913580246913,0.074074074074074,0.84,1.396551724137931,1.1904761904761905
OO,5290,2025-08-11,ORD,BOI,0.3839203562685231,76,74,-40,3,46,3,0.0,55,34,0.9736842105263158,0.0405405405405405,0.0405405405405405,0.0,1.3454545454545457,-1.1764705882352942
OO,5353,2025-08-15,ORD,GRR,0.3891231830297961,50,46,97,0,77,6,-0.7010309278350515,35,29,0.92,0.0,0.1304347826086956,-0.2061855670103092,1.3142857142857145,3.3448275862068964
OO,5020,2025-08-02,ORD,FOD,0.4479148501577127,50,37,178,1,178,13,-0.8370786516853933,24,29,0.74,0.027027027027027,0.3513513513513513,0.0,1.5416666666666667,6.137931034482759
OO,5344,2025-08-13,ORD,MBS,0.4043182826448841,50,52,106,1,108,5,-0.7264150943396226,44,29,1.04,0.0192307692307692,0.0961538461538461,0.0188679245283018,1.181818181818182,3.655172413793104
UA,1811,2025-08-05,ORD,MSP,0.3956997884546008,166,174,81,5,85,6,-0.2592592592592592,127,60,1.0481927710843373,0.028735632183908,0.0344827586206896,0.0493827160493827,1.3700787401574803,1.35
UA,845,2025-08-06,ORD,GRU,0.4635638715766166,318,329,300,11,506,0,-0.4833333333333333,210,155,1.0345911949685536,0.033434650455927,0.0,0.6866666666666666,1.5666666666666669,1.935483870967742
UA,2616,2025-08-11,ORD,PDX,0.4177243719190054,166,208,57,9,86,10,-0.1052631578947368,131,51,1.2530120481927711,0.0432692307692307,0.048076923076923,0.5087719298245614,1.5877862595419847,1.1176470588235294
UA,592,2025-08-09,ORD,JAC,0.4703119105841404,126,159,224,10,241,9,-0.8080357142857143,80,43,1.261904761904762,0.0628930817610062,0.0566037735849056,0.0758928571428571,1.9875,5.209302325581396
OO,5593,2025-08-07,ORD,MEM,0.3566142755981784,76,58,66,0,86,2,-0.4848484848484848,42,34,0.7631578947368421,0.0,0.0344827586206896,0.303030303030303,1.380952380952381,1.9411764705882355
UA,907,2025-08-02,ORD,FRA,0.45803844108578,318,412,185,27,181,0,-0.1621621621621621,220,155,1.2955974842767295,0.0655339805825242,0.0,-0.0216216216216216,1.8727272727272728,1.1935483870967742
UA,343,2025-08-07,ORD,SFO,0.4427809524359075,200,233,75,8,64,13,-0.1733333333333333,149,62,1.165,0.0343347639484978,0.055793991416309,-0.1466666666666666,1.563758389261745,1.2096774193548387
UA,1077,2025-08-11,ORD,DCA,0.3910214569866638,166,175,370,3,358,17,-0.8621621621621621,144,51,1.0542168674698795,0.0171428571428571,0.0971428571428571,-0.0324324324324324,1.2152777777777777,7.254901960784314
UA,286,2025-08-12,ORD,CLE,0.3957610645876245,179,175,698,4,703,19,-0.9197707736389684,140,56,0.9776536312849162,0.0228571428571428,0.1085714285714285,0.0071633237822349,1.25,12.464285714285714
UA,1577,2025-08-13,ORD,SFO,0.4157336880886007,234,275,123,12,137,13,-0.4634146341463415,172,66,1.1752136752136753,0.0436363636363636,0.0472727272727272,0.1138211382113821,1.5988372093023255,1.8636363636363635
OO,5868,2025-08-01,ORD,YWG,0.3960944737816959,76,67,63,1,47,9,-0.3333333333333333,49,42,0.881578947368421,0.0149253731343283,0.1343283582089552,-0.2539682539682539,1.3673469387755102,1.5
UA,1564,2025-08-11,ORD,MSP,0.4015047894819568,166,165,100,1,123,9,-0.49,138,51,0.993975903614458,0.006060606060606,0.0545454545454545,0.23,1.1956521739130437,1.96078431372549
UA,2691,2025-08-05,ORD,EWR,0.4251132916847668,179,201,546,9,564,15,-0.8974358974358975,141,56,1.1229050279329609,0.044776119402985,0.0746268656716417,0.0329670329670329,1.425531914893617,9.75
UA,2099,2025-08-03,ORD,IAH,0.4054505480459959,179,226,67,9,63,4,-0.1641791044776119,132,56,1.2625698324022343,0.0398230088495575,0.0176991150442477,-0.0597014925373134,1.7121212121212122,1.1964285714285714
G7,4463,2025-08-02,ORD,ABE,0.3852424907238109,50,47,237,0,226,4,-0.8776371308016878,38,29,0.94,0.0,0.0851063829787234,-0.0464135021097046,1.236842105263158,8.172413793103448
OO,5988,2025-08-04,ORD,BWI,0.3726256799064208,76,78,47,2,58,0,-0.2765957446808511,66,34,1.0263157894736843,0.0256410256410256,0.0,0.2340425531914893,1.181818181818182,1.3823529411764706
UA,2113,2025-08-08,ORD,FSD,0.4508410580388303,179,209,444,10,397,29,-0.8738738738738738,114,56,1.1675977653631284,0.0478468899521531,0.138755980861244,-0.1058558558558558,1.8333333333333333,7.928571428571429
UA,1657,2025-08-10,ORD,LGA,0.41237517984965,166,167,82,5,74,28,-0.2682926829268293,107,60,1.0060240963855422,0.029940119760479,0.1676646706586826,-0.0975609756097561,1.560747663551402,1.3666666666666667
UA,1485,2025-08-04,ORD,SEA,0.4023835533858617,179,215,67,8,84,15,-0.1641791044776119,154,56,1.2011173184357542,0.0372093023255813,0.0697674418604651,0.2537313432835821,1.396103896103896,1.1964285714285714
OO,5375,2025-08-10,ORD,GRB,0.4111207593276096,50,58,77,2,134,5,-0.6233766233766234,35,29,1.16,0.0344827586206896,0.0862068965517241,0.7402597402597403,1.6571428571428573,2.655172413793104
YX,3690,2025-08-12,ORD,IND,0.3512578377780121,76,56,234,0,555,1,-0.8547008547008547,48,34,0.7368421052631579,0.0,0.0178571428571428,1.3717948717948718,1.1666666666666667,6.882352941176471
UA,1198,2025-08-05,ORD,CUN,0.489616643700616,179,281,203,21,202,23,-0.6551724137931034,101,70,1.5698324022346368,0.0747330960854092,0.0818505338078291,-0.0049261083743842,2.782178217821782,2.9
OO,5358,2025-08-13,ORD,CAK,0.3782951938514787,50,49,80,0,29,1,-0.6375,43,29,0.98,0.0,0.0204081632653061,-0.6375,1.1395348837209305,2.7586206896551726
UA,2657,2025-08-10,ORD,IAH,0.3936414420295996,179,187,94,3,106,4,-0.4042553191489361,115,56,1.0446927374301676,0.0160427807486631,0.0213903743315508,0.1276595744680851,1.626086956521739,1.6785714285714286
UA,1848,2025-08-12,ORD,ATL,0.3617870908442274,126,116,70,0,61,4,-0.3857142857142857,105,43,0.9206349206349206,0.0,0.0344827586206896,-0.1285714285714285,1.1047619047619048,1.627906976744186
UA,1851,2025-08-15,ORD,ALB,0.399685031535855,126,136,-49,3,50,11,0.0,101,43,1.0793650793650793,0.0220588235294117,0.0808823529411764,0.0,1.3465346534653466,-1.1395348837209305
OO,5398,2025-08-08,ORD,IND,0.4065519642209725,76,78,84,2,87,4,-0.5357142857142857,63,39,1.0263157894736843,0.0256410256410256,0.0512820512820512,0.0357142857142857,1.238095238095238,2.1538461538461537
UA,1097,2025-08-13,ORD,DCA,0.3946987305538117,166,114,80,7,87,4,-0.25,78,60,0.6867469879518072,0.0614035087719298,0.0350877192982456,0.0875,1.4615384615384617,1.3333333333333333
G7,4554,2025-08-10,ORD,GRB,0.3904731153749126,50,49,71,0,35,8,-0.5915492957746479,44,29,0.98,0.0,0.1632653061224489,-0.5070422535211268,1.1136363636363635,2.4482758620689653
UA,602,2025-08-05,ORD,PHX,0.4500706572017475,179,216,85,13,74,27,-0.3411764705882353,138,56,1.2067039106145252,0.0601851851851851,0.125,-0.1294117647058823,1.565217391304348,1.5178571428571428
OO,5140,2025-08-14,ORD,CMX,0.3651736531825331,50,40,61,0,54,4,-0.5245901639344263,34,29,0.8,0.0,0.1,-0.1147540983606557,1.1764705882352942,2.103448275862069
UA,349,2025-08-05,ORD,BTV,0.4623974136159546,166,209,90,11,62,27,-0.4333333333333333,123,51,1.2590361445783131,0.0526315789473684,0.1291866028708134,-0.3111111111111111,1.6991869918699187,1.7647058823529411
OO,5427,2025-08-09,ORD,PIA,0.4431275868897587,50,59,61,3,60,8,-0.5245901639344263,34,29,1.18,0.0508474576271186,0.135593220338983,-0.0163934426229508,1.7352941176470589,2.103448275862069
UA,1100,2025-08-14,ORD,PDX,0.3997562019329048,179,145,673,5,344,15,-0.9167904903417532,88,56,0.8100558659217877,0.0344827586206896,0.1034482758620689,-0.4888558692421991,1.6477272727272727,12.017857142857142
OO,5094,2025-08-13,ORD,RHI,0.4090210947752022,50,59,172,3,40,1,-0.8313953488372093,44,29,1.18,0.0508474576271186,0.0169491525423728,-0.7674418604651163,1.3409090909090908,5.931034482758621
OO,5643,2025-08-15,ORD,CAK,0.3881443868944751,50,46,45,0,58,7,-0.3555555555555555,36,29,0.92,0.0,0.1521739130434782,0.2888888888888888,1.2777777777777777,1.5517241379310345
YX,3493,2025-08-02,ORD,DTW,0.4090194518847829,76,68,171,2,212,11,-0.8011695906432749,42,34,0.8947368421052632,0.0294117647058823,0.1617647058823529,0.239766081871345,1.619047619047619,5.029411764705882
UA,580,2025-08-08,ORD,PDX,0.4366543687001329,179,230,78,14,91,22,-0.282051282051282,146,56,1.2849162011173183,0.0608695652173913,0.0956521739130434,0.1666666666666666,1.5753424657534247,1.3928571428571428
OO,5538,2025-08-08,ORD,HSV,0.3916379373046004,50,53,0,1,123,6,0.0,45,29,1.06,0.0188679245283018,0.1132075471698113,0.0,1.1777777777777778,0.0
OO,5668,2025-08-15,ORD,MKE,0.4058710889928435,50,53,40,2,24,2,-0.275,40,29,1.06,0.0377358490566037,0.0377358490566037,-0.4,1.325,1.3793103448275863
OO,4780,2025-08-01,ORD,CAK,0.3714298568481946,50,51,65,1,71,0,-0.5538461538461539,48,29,1.02,0.0196078431372549,0.0,0.0923076923076923,1.0625,2.2413793103448274
G7,4468,2025-08-15,ORD,LEX,0.371104715361611,50,44,64,0,37,4,-0.546875,34,29,0.88,0.0,0.0909090909090909,-0.421875,1.2941176470588236,2.206896551724138
UA,1477,2025-08-02,ORD,PHX,0.3934122631512573,179,96,92,4,103,11,-0.3260869565217391,60,62,0.5363128491620112,0.0416666666666666,0.1145833333333333,0.1195652173913043,1.6,1.4838709677419355
OO,5027,2025-08-03,ORD,MCW,0.3092509831034086,50,3,2141,0,2007,0,-0.9864549276039234,3,29,0.06,0.0,0.0,-0.0625875758991125,1.0,73.82758620689656
G7,4474,2025-08-14,ORD,AVL,0.3839887387212926,50,43,667,0,646,7,-0.9565217391304348,34,29,0.86,0.0,0.1627906976744186,-0.0314842578710644,1.2647058823529411,23.0
UA,219,2025-08-10,ORD,HNL,0.4273720277016998,318,357,165,11,199,17,-0.0606060606060606,223,155,1.1226415094339623,0.0308123249299719,0.0476190476190476,0.206060606060606,1.600896860986547,1.064516129032258
G7,4431,2025-08-01,ORD,MSN,0.3766788710678567,50,50,51,1,72,0,-0.4313725490196078,36,29,1.0,0.02,0.0,0.4117647058823529,1.3888888888888888,1.7586206896551724
UA,987,2025-08-10,ORD,CDG,0.4314774229111948,318,314,290,17,302,0,-0.4655172413793103,159,155,0.9874213836477987,0.054140127388535,0.0,0.0413793103448275,1.9748427672955973,1.870967741935484
UA,482,2025-08-01,ORD,CHS,0.4025401143768036,166,179,72,4,55,20,-0.2083333333333333,118,57,1.0783132530120485,0.0223463687150838,0.1117318435754189,-0.2361111111111111,1.5169491525423728,1.263157894736842
UA,953,2025-08-06,ORD,MUC,0.3987664753770795,243,210,1680,9,1824,0,-0.9107142857142856,126,150,0.8641975308641975,0.0428571428571428,0.0,0.0857142857142857,1.6666666666666667,11.2
UA,2147,2025-08-02,ORD,ALB,0.4141709398185368,126,137,19,6,49,10,1.263157894736842,98,43,1.0873015873015872,0.0437956204379562,0.072992700729927,1.5789473684210529,1.3979591836734695,0.4418604651162791
UA,881,2025-08-02,ORD,HND,0.4532367776695917,318,389,1230,22,1249,0,-0.8739837398373984,235,155,1.2232704402515724,0.0565552699228791,0.0,0.0154471544715447,1.6553191489361705,7.935483870967742
UA,1301,2025-08-01,ORD,ICT,0.4250730683400405,126,149,65,9,63,14,-0.3384615384615385,94,43,1.1825396825396826,0.0604026845637583,0.0939597315436241,-0.0307692307692307,1.5851063829787233,1.5116279069767442
UA,611,2025-08-10,ORD,SFO,0.4590152069682424,234,276,655,13,496,30,-0.899236641221374,165,66,1.1794871794871795,0.0471014492753623,0.108695652173913,-0.2427480916030534,1.6727272727272726,9.924242424242424
UA,2211,2025-08-14,ORD,SEA,0.4194828089288694,166,150,79,4,46,30,-0.3544303797468354,103,51,0.9036144578313252,0.0266666666666666,0.2,-0.4177215189873418,1.4563106796116505,1.5490196078431373
UA,660,2025-08-13,ORD,SAN,0.4268273277244857,200,203,87,14,101,23,-0.2873563218390804,120,62,1.015,0.0689655172413793,0.1133004926108374,0.160919540229885,1.6916666666666669,1.403225806451613
UA,1643,2025-08-14,ORD,SEA,0.4531260391846072,179,202,-24,9,73,35,0.0,120,56,1.128491620111732,0.0445544554455445,0.1732673267326732,0.0,1.6833333333333331,-0.4285714285714285
UA,286,2025-08-02,ORD,CLE,0.3922654921979367,179,112,1249,3,1247,17,-0.955164131305044,83,56,0.6256983240223464,0.0267857142857142,0.1517857142857142,-0.0016012810248198,1.3493975903614457,22.303571428571427
